Dates,XAU Curncy,XAG Curncy,XPD Curncy,XPT Curncy,USSA1 Curncy,USYC2Y10 Index,CHF Curncy,CNY Curncy,GBP Curncy,EUR Curncy,AUD Curncy,INDU Index,VIX Index
1/1/1990,401.25,5.2165,#N/A N/A,504,#N/A N/A,9.45,1.541,4.7339,1.6125,1.2273,0.789,2753.2,#N/A N/A
2/1/1990,399,5.21,#N/A N/A,504,#N/A N/A,5.45,1.5768,4.7339,1.61,1.2146,0.7865,2810.15,17.24
3/1/1990,395,5.16,#N/A N/A,504,#N/A N/A,4.65,1.5785,4.7339,1.6125,1.2096,0.7837,2809.73,18.19
4/1/1990,396.5,5.19,#N/A N/A,475.5,#N/A N/A,6.15,1.542,4.7339,1.6355,1.2287,0.7894,2796.08,19.22
5/1/1990,405,5.19,#N/A N/A,475.5,#N/A N/A,9.95,1.537,4.7339,1.637,1.2358,0.785,2773.25,20.11
8/1/1990,404.6,5.28,#N/A N/A,492.5,#N/A N/A,11.85,1.5238,4.7339,1.653,1.2452,0.7858,2794.37,20.26
9/1/1990,403.45,5.24,#N/A N/A,492.5,#N/A N/A,11.55,1.527,4.7339,1.658,1.2356,0.7874,2766,22.2
10/1/1990,409.1,5.26,#N/A N/A,492.5,#N/A N/A,13.75,1.5125,4.7339,1.6625,1.2361,0.7897,2750.64,22.44
11/1/1990,412.1,5.31,#N/A N/A,492.75,#N/A N/A,12.35,1.516,4.7339,1.661,1.2367,0.7929,2760.67,20.05
12/1/1990,416.25,5.33,#N/A N/A,492.75,#N/A N/A,15.75,1.4945,4.7339,1.661,1.2409,0.7932,2689.21,24.64
15/1/1990,415.6,5.33,#N/A N/A,500.5,#N/A N/A,16.55,1.513,4.7339,1.667,1.2317,0.7937,2669.37,26.34
16/1/1990,412.75,5.22,#N/A N/A,500.5,#N/A N/A,9.85,1.5165,4.7339,1.658,1.2271,0.7925,2692.62,24.18
17/1/1990,410.4,5.22,#N/A N/A,500.5,#N/A N/A,13.75,1.5067,4.7339,1.6533,1.2343,0.795,2659.13,24.16
18/1/1990,413.4,5.27,#N/A N/A,497.5,#N/A N/A,7.15,1.5185,4.7339,1.6433,1.221,0.7962,2666.38,24.34
19/1/1990,408.65,5.2,#N/A N/A,497.5,#N/A N/A,6.95,1.5145,4.7339,1.6475,1.2182,0.7946,2677.9,22.5
22/1/1990,406,5.2,#N/A N/A,495.75,#N/A N/A,13.45,1.532,4.7339,1.6376,1.2118,0.796,2600.45,26.7
23/1/1990,408.25,5.26,#N/A N/A,495.75,#N/A N/A,11.45,1.508,4.7339,1.6535,1.2253,0.7767,2615.32,24.72
24/1/1990,420.75,5.28,#N/A N/A,495.75,#N/A N/A,13.05,1.4965,4.7339,1.6529,1.2373,0.7658,2604.5,25.39
25/1/1990,415.65,5.22,#N/A N/A,498.75,#N/A N/A,16.75,1.488,4.7339,1.6597,1.2312,0.7613,2561.04,25.63
26/1/1990,418,5.27,#N/A N/A,498.75,#N/A N/A,20.05,1.498,4.7339,1.6632,1.2334,0.7712,2559.23,26.28
29/1/1990,418.75,5.25,#N/A N/A,507.76,#N/A N/A,21.15,1.486,4.7339,1.6815,1.2446,0.764,2553.38,26.44
30/1/1990,418.15,5.2,#N/A N/A,507.76,#N/A N/A,22.05,1.491,4.7339,1.6695,1.2433,0.768,2543.24,27.25
31/1/1990,415.05,5.2,#N/A N/A,507.76,#N/A N/A,16.35,1.504,4.7339,1.678,1.2369,0.7736,2590.54,25.36
1/2/1990,415.8,5.2,#N/A N/A,513,#N/A N/A,13.25,1.4982,4.7339,1.685,1.2395,0.7731,2586.26,24.87
2/2/1990,417.95,5.31,#N/A N/A,513,#N/A N/A,15.25,1.497,4.7339,1.684,1.2352,0.776,2602.7,24.32
5/2/1990,423,5.32,#N/A N/A,510.25,#N/A N/A,16.05,1.4802,4.7339,1.701,1.247,0.7687,2622.52,24.54
6/2/1990,421.05,5.31,#N/A N/A,510.25,#N/A N/A,17.75,1.4769,4.7339,1.703,1.2568,0.767,2606.31,24.69
7/2/1990,423.75,5.3,#N/A N/A,510.25,#N/A N/A,15.15,1.4815,4.7339,1.696,1.2574,0.7592,2640.09,24.29
8/2/1990,418,5.32,#N/A N/A,511.13,#N/A N/A,11.45,1.4948,4.7339,1.6945,1.2461,0.756,2644.37,23.77
9/2/1990,415.5,5.31,#N/A N/A,511.13,#N/A N/A,7.15,1.497,4.7339,1.696,1.2427,0.7519,2648.2,23.69
12/2/1990,418.85,5.3,#N/A N/A,508.25,#N/A N/A,10.55,1.4958,4.7339,1.693,1.2477,0.7532,2619.14,24.38
13/2/1990,418.05,5.33,#N/A N/A,508.25,#N/A N/A,12.85,1.497,4.7339,1.6905,1.2407,0.7506,2624.1,23.76
14/2/1990,414.6,5.28,#N/A N/A,508.25,#N/A N/A,11.05,1.4923,4.7339,1.6908,1.246,0.746,2624.32,22.05
15/2/1990,416.65,5.34,#N/A N/A,517.38,#N/A N/A,8.95,1.4955,4.7339,1.6858,1.2409,0.7526,2649.55,19.71
16/2/1990,416.5,5.32,#N/A N/A,517.38,#N/A N/A,8.95,1.4935,4.7339,1.6985,1.2382,0.7577,2635.59,20.78
19/2/1990,416.5,5.33,#N/A N/A,519.75,#N/A N/A,11.85,1.488,4.7339,1.7035,1.2444,0.7615,2635.59,20.78
20/2/1990,419.95,5.35,#N/A N/A,519.75,#N/A N/A,13.55,1.485,4.7339,1.712,1.2449,0.7592,2596.85,22.78
21/2/1990,420,5.33,#N/A N/A,519.75,#N/A N/A,11.85,1.4747,4.7339,1.7145,1.2513,0.7685,2583.56,23.89
22/2/1990,417.65,5.28,#N/A N/A,531.75,#N/A N/A,10.85,1.4725,4.7339,1.714,1.2497,0.764,2574.77,22.54
23/2/1990,415.85,5.25,#N/A N/A,531.75,#N/A N/A,12.35,1.477,4.7339,1.711,1.2446,0.768,2564.19,23.69
26/2/1990,411.3,5.23,#N/A N/A,522.5,#N/A N/A,9.75,1.487,4.7339,1.692,1.2364,0.7684,2602.48,23.56
27/2/1990,407.55,5.17,#N/A N/A,522.5,#N/A N/A,7.85,1.4833,4.7339,1.69,1.2395,0.7575,2617.12,22.69
28/2/1990,407.7,5.12,#N/A N/A,522.5,#N/A N/A,9.35,1.4915,4.7339,1.6775,1.2341,0.7606,2627.25,21.99
1/3/1990,406.3,5.14,#N/A N/A,509.75,#N/A N/A,6.45,1.506,4.7339,1.6645,1.2232,0.7655,2635.59,21.9
2/3/1990,405.05,5.14,#N/A N/A,509.75,#N/A N/A,6.45,1.5135,4.7339,1.648,1.2207,0.7621,2660.36,21.34
5/3/1990,403.2,5.12,#N/A N/A,508.25,#N/A N/A,7.15,1.5,4.7339,1.645,1.2278,0.7607,2649.55,22.03
6/3/1990,405.35,5.13,#N/A N/A,508.25,#N/A N/A,4.65,1.4995,4.7339,1.648,1.23,0.7631,2676.8,20.55
7/3/1990,400.5,5.14,#N/A N/A,508.25,#N/A N/A,4.65,1.5067,4.7339,1.647,1.2249,0.7623,2669.59,19.1
8/3/1990,400.7,5.14,#N/A N/A,509.5,#N/A N/A,-3.25,1.5093,4.7339,1.6395,1.2284,0.763,2696.17,19.74
9/3/1990,399.3,5.1,#N/A N/A,509.5,#N/A N/A,-5.95,1.5123,4.7339,1.617,1.2287,0.761,2683.33,20.3
12/3/1990,401.25,5.12,#N/A N/A,505.25,#N/A N/A,-6.15,1.5239,4.7339,1.6125,1.2252,0.7597,2686.71,20.07
13/3/1990,397.25,5.05,#N/A N/A,505.25,#N/A N/A,-3.55,1.528,4.7339,1.6087,1.217,0.7645,2674.55,21.05
14/3/1990,398.75,5.08,#N/A N/A,505.25,#N/A N/A,-4.45,1.527,4.7339,1.6095,1.2223,0.7642,2687.84,19.65
15/3/1990,399.5,5.09,#N/A N/A,499.88,#N/A N/A,-5.65,1.522,4.7339,1.6255,1.2246,0.7585,2695.72,18.81
16/3/1990,400.65,5.11,#N/A N/A,499.88,#N/A N/A,-7.15,1.5095,4.7339,1.619,1.2335,0.7545,2741.22,17.62
19/3/1990,402.1,5.12,#N/A N/A,502.75,#N/A N/A,-9.15,1.5087,4.7339,1.614,1.2439,0.7565,2755.63,18.29
20/3/1990,399.65,5.11,#N/A N/A,502.75,#N/A N/A,-11.25,1.5167,4.7339,1.6015,1.2338,0.7583,2738.74,19.06
21/3/1990,392,5.04,#N/A N/A,502.75,#N/A N/A,-13.55,1.521,4.7339,1.596,1.2253,0.754,2727.93,20.1
22/3/1990,392,5.06,#N/A N/A,489.75,#N/A N/A,-8.25,1.515,4.7339,1.604,1.2268,0.7539,2695.72,22.74
23/3/1990,393.5,5.09,#N/A N/A,489.75,#N/A N/A,-7.95,1.5185,4.7339,1.6015,1.2255,0.749,2704.28,20.46
26/3/1990,370.25,4.96,#N/A N/A,495.13,#N/A N/A,-10.55,1.5265,4.7339,1.6195,1.2223,0.7473,2707.66,19.59
27/3/1990,368,4.95,#N/A N/A,495.13,#N/A N/A,-11.55,1.518,4.7339,1.6258,1.2241,0.7477,2736.94,21.01
28/3/1990,372,5,#N/A N/A,495.13,#N/A N/A,-6.65,1.516,4.7339,1.6283,1.2256,0.7483,2743.69,19.77
29/3/1990,371.5,4.96,#N/A N/A,479.5,#N/A N/A,-1.65,1.498,4.7339,1.6333,1.2327,0.754,2727.7,18.46
30/3/1990,368.5,4.96,#N/A N/A,479.5,#N/A N/A,0.55,1.4975,4.7339,1.648,1.2363,0.7555,2707.21,19.73
2/4/1990,368.4,4.93,#N/A N/A,475,#N/A N/A,3.55,1.5075,4.7334,1.6345,1.2312,0.7611,2700.45,22.84
3/4/1990,375,5,#N/A N/A,475,#N/A N/A,3.05,1.5027,4.7334,1.636,1.234,0.7625,2736.71,20.44
4/4/1990,374.25,5.01,#N/A N/A,475,#N/A N/A,3.05,1.5065,4.7339,1.6415,1.2349,0.768,2719.37,22.03
5/4/1990,378.4,5.14,#N/A N/A,477,#N/A N/A,1.65,1.501,4.7339,1.6427,1.2335,0.7667,2721.17,21.21
6/4/1990,377.7,5.17,#N/A N/A,477,#N/A N/A,4.45,1.5013,4.7339,1.6415,1.2373,0.7656,2717.12,21.76
9/4/1990,376.7,5.14,#N/A N/A,480.5,#N/A N/A,5.35,1.4962,4.7339,1.635,1.2405,0.7634,2722.07,22.3
10/4/1990,375.2,5.11,#N/A N/A,480.5,#N/A N/A,7.25,1.4963,4.7339,1.6455,1.2402,0.7665,2731.08,21.69
11/4/1990,374.5,5.08,#N/A N/A,480.5,#N/A N/A,7.85,1.484,4.7339,1.643,1.2522,0.7665,2729.73,17.73
12/4/1990,375.5,5.12,#N/A N/A,476.75,#N/A N/A,6.55,1.4828,4.7339,1.6427,1.2533,0.7687,2751.8,19.8
13/4/1990,375.5,5.12,#N/A N/A,476.75,#N/A N/A,6.45,1.485,4.7339,1.637,1.2533,0.7657,2751.8,19.8
16/4/1990,375.5,5.12,#N/A N/A,476.75,#N/A N/A,8.95,1.4903,4.7339,1.631,1.2533,0.765,2763.06,20.75
17/4/1990,374,5.05,#N/A N/A,476.75,#N/A N/A,6.75,1.4905,4.7339,1.6385,1.248,0.7673,2765.77,20.38
18/4/1990,374.75,5.09,#N/A N/A,476.75,#N/A N/A,7.05,1.484,4.7339,1.6405,1.2536,0.7705,2732.88,22.67
19/4/1990,375.75,5.09,#N/A N/A,478.75,#N/A N/A,8.25,1.4828,4.7339,1.646,1.2514,0.7735,2711.94,22.46
20/4/1990,376,5.07,#N/A N/A,478.75,#N/A N/A,13.65,1.4913,4.7339,1.6395,1.2461,0.7725,2695.95,23.33
23/4/1990,375.25,5.08,#N/A N/A,482.5,#N/A N/A,12.35,1.493,4.7339,1.636,1.237,0.7653,2666.67,24.16
24/4/1990,376.8,5.1,#N/A N/A,482.5,#N/A N/A,7.65,1.488,4.7339,1.635,1.2392,0.7684,2654.5,21.7
25/4/1990,371.45,5.02,#N/A N/A,482.5,#N/A N/A,3.95,1.467,4.7339,1.641,1.248,0.7681,2666.44,20.86
26/4/1990,371.6,4.96,#N/A N/A,483.25,#N/A N/A,3.05,1.4615,4.7339,1.6345,1.2519,0.7553,2676.58,20.25
27/4/1990,371.6,4.96,#N/A N/A,483.25,#N/A N/A,9.75,1.457,4.7339,1.6355,1.25,0.753,2645.05,22.19
30/4/1990,367.75,4.93,#N/A N/A,473.25,#N/A N/A,7.75,1.4505,4.7339,1.642,1.2511,0.7533,2656.76,19.52
1/5/1990,369.5,4.95,#N/A N/A,473.25,#N/A N/A,4.65,1.4555,4.7339,1.645,1.2495,0.7465,2668.92,18.43
2/5/1990,369.6,4.99,#N/A N/A,473.25,#N/A N/A,4.85,1.4555,4.7339,1.643,1.2477,0.7542,2689.64,19.32
3/5/1990,369.9,5.01,#N/A N/A,478.63,#N/A N/A,6.65,1.4544,4.7339,1.64,1.2494,0.7572,2696.17,17.81
4/5/1990,371.3,5.06,#N/A N/A,478.63,#N/A N/A,12.85,1.4447,4.7339,1.664,1.2572,0.7573,2710.36,17.28
7/5/1990,371.3,5.06,#N/A N/A,481.5,#N/A N/A,14.25,1.4325,4.7339,1.668,1.2572,0.7571,2721.62,17.65
8/5/1990,370.65,5.03,#N/A N/A,481.5,#N/A N/A,14.85,1.433,4.7339,1.671,1.2668,0.7592,2733.56,18.49
9/5/1990,370.3,4.99,#N/A N/A,481.5,#N/A N/A,16.55,1.404,4.7339,1.6785,1.2806,0.7576,2732.88,18.64
10/5/1990,371.75,5.03,#N/A N/A,476.88,#N/A N/A,14.75,1.3955,4.7339,1.68,1.2789,0.761,2738.51,18.59
11/5/1990,368.55,5.04,#N/A N/A,476.88,#N/A N/A,11.75,1.3952,4.7339,1.6795,1.284,0.7618,2801.58,19.81
14/5/1990,369,5.05,#N/A N/A,481.25,#N/A N/A,10.75,1.3957,4.7339,1.683,1.2754,0.7685,2821.53,20.14
15/5/1990,367.75,5.03,#N/A N/A,481.25,#N/A N/A,12.55,1.398,4.7339,1.677,1.2731,0.766,2822.45,19.49
16/5/1990,369.85,5.02,#N/A N/A,481.25,#N/A N/A,15.65,1.4,4.7339,1.681,1.276,0.764,2819.68,17.71
17/5/1990,369.2,5.02,#N/A N/A,487.73,#N/A N/A,15.35,1.404,4.7339,1.6925,1.2729,0.764,2831.71,17.27
18/5/1990,369.9,5.04,#N/A N/A,487.73,#N/A N/A,14.05,1.4048,4.7339,1.691,1.271,0.7639,2819.91,17.2
21/5/1990,373.1,5.13,#N/A N/A,489.75,#N/A N/A,14.55,1.424,4.7339,1.688,1.2645,0.765,2844.68,16.72
22/5/1990,375.1,5.12,#N/A N/A,489.75,#N/A N/A,11.25,1.418,4.7339,1.6932,1.2572,0.7675,2852.23,17.84
23/5/1990,364.5,5.09,#N/A N/A,489.75,#N/A N/A,11.45,1.4123,4.7339,1.6938,1.2566,0.765,2856.26,17.18
24/5/1990,366.5,5.21,#N/A N/A,501.25,#N/A N/A,12.85,1.42,4.7339,1.6895,1.2568,0.7634,2855.55,17.7
25/5/1990,366.5,5.22,#N/A N/A,501.25,#N/A N/A,16.55,1.4255,4.7339,1.69,1.2505,0.769,2820.92,17.32
28/5/1990,366.5,5.22,#N/A N/A,501.25,#N/A N/A,15.85,1.422,4.7339,1.6945,1.2505,0.769,2820.92,17.32
29/5/1990,367.7,5.23,#N/A N/A,501.25,#N/A N/A,14.55,1.4098,4.7339,1.6945,1.2566,0.7676,2870.49,18.75
30/5/1990,366.4,5.13,#N/A N/A,501.25,#N/A N/A,14.55,1.421,4.7339,1.694,1.2527,0.7735,2878.56,17.44
31/5/1990,363.05,5.07,#N/A N/A,499.25,#N/A N/A,11.65,1.433,4.7339,1.678,1.2384,0.7688,2876.66,17.37
1/6/1990,363.45,5.07,#N/A N/A,499.25,#N/A N/A,12.85,1.436,4.7339,1.6815,1.2432,0.77,2900.97,17.09
4/6/1990,357.05,5.05,#N/A N/A,490.69,#N/A N/A,14.15,1.441,4.7339,1.68,1.2373,0.7698,2935.19,18.39
5/6/1990,358.1,5.05,#N/A N/A,490.69,#N/A N/A,13.85,1.4347,4.7339,1.6835,1.2409,0.7726,2925,18.97
6/6/1990,359.5,5.09,#N/A N/A,490.69,#N/A N/A,12.65,1.4285,4.7339,1.6885,1.2444,0.7738,2911.65,17.42
7/6/1990,352.8,4.98,#N/A N/A,485.75,#N/A N/A,13.65,1.4385,4.7339,1.689,1.2416,0.7791,2897.33,16.88
8/6/1990,353.5,5.01,#N/A N/A,485.75,#N/A N/A,14.15,1.4478,4.7339,1.6833,1.2376,0.7725,2862.38,17.58
11/6/1990,354.7,4.99,#N/A N/A,483,#N/A N/A,12.85,1.4405,4.7339,1.687,1.2419,0.7705,2892.57,16.34
12/6/1990,355.75,5.01,#N/A N/A,483,#N/A N/A,11.65,1.437,4.7339,1.704,1.2427,0.7735,2933.42,16.6
13/6/1990,350.5,4.97,#N/A N/A,483,#N/A N/A,14.45,1.4328,4.7339,1.7115,1.2427,0.7735,2929.7,17.38
14/6/1990,345.85,4.91,#N/A N/A,485.75,#N/A N/A,13.95,1.4355,4.7339,1.709,1.2441,0.7755,2928.22,17.4
15/6/1990,346.9,4.83,#N/A N/A,485.75,#N/A N/A,13.15,1.436,4.7339,1.71,1.2372,0.7776,2935.89,15.9
18/6/1990,349.25,4.83,#N/A N/A,475,#N/A N/A,12.75,1.4165,4.7339,1.7155,1.2492,0.7807,2882.18,17.71
19/6/1990,348.65,4.83,#N/A N/A,475,#N/A N/A,12.35,1.4077,4.7334,1.722,1.2569,0.7853,2893.56,15.23
20/6/1990,346.9,4.82,#N/A N/A,475,#N/A N/A,13.05,1.4145,4.7339,1.7225,1.2508,0.7848,2895.3,15.27
21/6/1990,349.75,4.83,#N/A N/A,474,#N/A N/A,13.45,1.4155,4.7339,1.7205,1.2538,0.791,2901.73,14.72
22/6/1990,348.4,4.82,#N/A N/A,474,#N/A N/A,13.85,1.409,4.7339,1.733,1.2541,0.788,2857.18,19.36
25/6/1990,353.4,4.84,#N/A N/A,478.25,#N/A N/A,13.65,1.4107,4.7339,1.7305,1.256,0.784,2845.05,17.06
26/6/1990,349.35,4.8,#N/A N/A,478.25,#N/A N/A,12.05,1.406,4.7339,1.742,1.2557,0.7874,2842.33,16.29
27/6/1990,350.65,4.81,#N/A N/A,478.25,#N/A N/A,14.05,1.408,4.7339,1.7458,1.2649,0.7875,2862.13,16
28/6/1990,352.3,4.82,#N/A N/A,478.5,#N/A N/A,16.85,1.4137,4.7339,1.739,1.2612,0.7879,2878.71,16.18
29/6/1990,352.2,4.84,#N/A N/A,478.5,#N/A N/A,19.25,1.4155,4.7339,1.749,1.2625,0.795,2880.69,15.5
2/7/1990,357.4,4.9,#N/A N/A,483,#N/A N/A,18.15,1.404,4.7339,1.7755,1.27,0.7979,2899.26,16.26
3/7/1990,362,4.95,#N/A N/A,483,#N/A N/A,20.95,1.3945,4.7339,1.776,1.2716,0.7981,2911.63,16.11
4/7/1990,362.5,4.93,#N/A N/A,483,#N/A N/A,19.95,1.3913,4.7339,1.785,1.2793,0.8043,2911.63,16.11
5/7/1990,359.7,4.89,#N/A N/A,488,#N/A N/A,19.05,1.3997,4.7339,1.7825,1.2771,0.7993,2879.21,17.25
6/7/1990,361.15,4.88,#N/A N/A,488,#N/A N/A,19.15,1.4015,4.7339,1.787,1.2741,0.7982,2904.95,16.41
9/7/1990,360.25,4.88,#N/A N/A,488.75,#N/A N/A,18.45,1.3955,4.7339,1.8085,1.2786,0.8053,2914.11,16.66
10/7/1990,354,4.8,#N/A N/A,488.75,#N/A N/A,19.05,1.3963,4.7339,1.825,1.2821,0.807,2890.84,16.92
11/7/1990,354.3,4.81,#N/A N/A,488.75,#N/A N/A,18.75,1.4035,4.7339,1.8,1.2776,0.8,2932.67,16.68
12/7/1990,351.45,4.82,#N/A N/A,479.5,#N/A N/A,27.95,1.405,4.7339,1.8138,1.2689,0.797,2969.8,17.06
13/7/1990,363.6,4.89,#N/A N/A,479.5,#N/A N/A,31.95,1.393,4.7339,1.7995,1.2793,0.7795,2980.2,17.09
16/7/1990,363.25,4.91,#N/A N/A,473.5,#N/A N/A,29.25,1.4165,4.7339,1.804,1.2736,0.7857,2999.75,16.75
17/7/1990,360.7,4.85,#N/A N/A,473.5,#N/A N/A,31.95,1.407,4.7339,1.8165,1.276,0.7953,2999.75,16.66
18/7/1990,359.4,4.82,#N/A N/A,473.5,#N/A N/A,37.75,1.4088,4.7339,1.8165,1.2847,0.7782,2981.68,18.9
19/7/1990,362.3,4.88,#N/A N/A,472.25,#N/A N/A,38.55,1.41,4.7339,1.8155,1.2811,0.7833,2993.81,18.56
20/7/1990,361,4.86,#N/A N/A,472.25,#N/A N/A,40.15,1.4075,4.7339,1.819,1.2824,0.7874,2961.14,15.63
23/7/1990,366.1,4.88,#N/A N/A,475.63,#N/A N/A,42.25,1.3885,4.7339,1.834,1.2913,0.7835,2904.7,23.68
24/7/1990,368.7,4.9,#N/A N/A,475.63,#N/A N/A,42.15,1.375,4.7339,1.8132,1.2965,0.787,2922.52,21.79
25/7/1990,372.75,4.87,#N/A N/A,475.63,#N/A N/A,39.45,1.374,4.7339,1.8115,1.2977,0.7844,2930.94,20.19
26/7/1990,368.75,4.85,#N/A N/A,477.25,#N/A N/A,38.85,1.3782,4.7339,1.815,1.2984,0.7815,2920.79,20.26
27/7/1990,366.75,4.83,#N/A N/A,477.25,#N/A N/A,42.45,1.3685,4.7339,1.838,1.3033,0.79,2898.51,21.12
30/7/1990,367.3,4.83,#N/A N/A,476,#N/A N/A,41.25,1.365,4.7339,1.8485,1.3092,0.794,2917.33,21.16
31/7/1990,372.3,4.85,#N/A N/A,476,#N/A N/A,46.15,1.3477,4.7339,1.8635,1.3236,0.7968,2905.2,21.11
1/8/1990,370.65,4.81,#N/A N/A,476,#N/A N/A,44.05,1.3555,4.7339,1.8565,1.3217,0.7947,2899.26,21.64
2/8/1990,380.7,4.93,#N/A N/A,484.5,#N/A N/A,51.45,1.3565,4.7339,1.8555,1.3137,0.785,2864.6,20.43
3/8/1990,379,4.82,#N/A N/A,484.5,#N/A N/A,64.35,1.351,4.7339,1.859,1.3228,0.786,2809.65,28.74
6/8/1990,382.25,4.87,#N/A N/A,484.88,#N/A N/A,80.75,1.3322,4.7339,1.873,1.3373,0.79,2716.34,35.91
7/8/1990,383.25,4.93,#N/A N/A,484.88,#N/A N/A,75.95,1.331,4.7339,1.874,1.3339,0.7931,2710.64,32.75
8/8/1990,384.75,4.87,#N/A N/A,484.88,#N/A N/A,75.55,1.344,4.7339,1.8705,1.3203,0.7955,2734.9,28.27
9/8/1990,383.6,4.88,#N/A N/A,478.25,#N/A N/A,68.55,1.3385,4.7339,1.8675,1.3217,0.8005,2758.91,24.39
10/8/1990,389.35,4.94,#N/A N/A,478.25,#N/A N/A,71.25,1.339,4.7339,1.873,1.3203,0.7977,2716.58,25.75
13/8/1990,404.3,5.08,#N/A N/A,483.63,#N/A N/A,77.55,1.3165,4.7339,1.883,1.3364,0.8037,2746.78,25.74
14/8/1990,411.5,5.2,#N/A N/A,483.63,#N/A N/A,72.85,1.306,4.7339,1.89,1.3399,0.807,2747.77,24.18
15/8/1990,398.4,5.13,#N/A N/A,483.63,#N/A N/A,71.15,1.293,4.7339,1.901,1.3512,0.8085,2748.27,23.31
16/8/1990,402.6,5.06,#N/A N/A,497.25,#N/A N/A,68.55,1.3035,4.7339,1.9095,1.3463,0.806,2681.44,27.16
17/8/1990,410.6,5.21,#N/A N/A,497.25,#N/A N/A,71.55,1.2815,4.7339,1.9235,1.3543,0.8095,2644.8,27.53
20/8/1990,407.75,5.2,#N/A N/A,503.5,#N/A N/A,65.65,1.2918,4.7339,1.914,1.3475,0.8086,2656.44,26.46
21/8/1990,413.8,5.16,#N/A N/A,503.5,#N/A N/A,66.05,1.2868,4.7339,1.915,1.3483,0.8155,2603.96,28.9
22/8/1990,408.75,5.11,#N/A N/A,503.5,#N/A N/A,70.25,1.2735,4.7339,1.925,1.3494,0.8225,2560.15,30.55
23/8/1990,412.4,5.21,#N/A N/A,498.5,#N/A N/A,75.65,1.2605,4.7339,1.9555,1.3545,0.837,2483.42,36.47
24/8/1990,410.3,5.13,#N/A N/A,498.5,#N/A N/A,76.55,1.2685,4.7339,1.937,1.3526,0.831,2532.92,33.93
27/8/1990,410.3,5.13,#N/A N/A,498.5,#N/A N/A,70.05,1.275,4.7339,1.944,1.3526,0.8387,2611.63,29.63
28/8/1990,388.25,4.92,#N/A N/A,498.5,#N/A N/A,70.35,1.2815,4.7339,1.946,1.3541,0.831,2614.85,29.12
29/8/1990,384.3,4.86,#N/A N/A,498.5,#N/A N/A,69.45,1.285,4.7339,1.9463,1.351,0.8338,2632.43,27.38
30/8/1990,389.75,4.83,#N/A N/A,484.5,#N/A N/A,75.15,1.296,4.7339,1.9175,1.3417,0.8145,2593.32,29.89
31/8/1990,387.75,4.83,#N/A N/A,484.5,#N/A N/A,78.25,1.3085,4.7339,1.895,1.3312,0.8145,2614.36,29.9
3/9/1990,386.75,4.85,#N/A N/A,485.5,#N/A N/A,78.05,1.3165,4.7339,1.8735,1.3249,0.8155,2614.36,29.9
4/9/1990,381.4,4.81,#N/A N/A,485.5,#N/A N/A,82.45,1.3175,4.7339,1.8785,1.325,0.8161,2613.37,29.58
5/9/1990,383.3,4.75,#N/A N/A,485.5,#N/A N/A,81.25,1.2975,4.7339,1.907,1.3387,0.8263,2628.22,28.52
6/9/1990,387.5,4.8,#N/A N/A,485,#N/A N/A,80.15,1.2988,4.7339,1.913,1.3445,0.8253,2596.29,30.19
7/9/1990,384.6,4.78,#N/A N/A,485,#N/A N/A,80.65,1.304,4.7339,1.8925,1.3389,0.8166,2619.55,28.73
10/9/1990,384.5,4.77,#N/A N/A,479.75,#N/A N/A,78.15,1.319,4.7339,1.859,1.3278,0.8135,2615.59,29.34
11/9/1990,378.5,4.75,#N/A N/A,479.75,#N/A N/A,75.85,1.3305,4.7339,1.8575,1.3172,0.8185,2612.62,28.38
12/9/1990,382.05,4.79,#N/A N/A,479.75,#N/A N/A,78.65,1.3232,4.7339,1.8595,1.3233,0.8199,2625.74,28.12
13/9/1990,382.2,4.8,#N/A N/A,454,#N/A N/A,82.35,1.3139,4.7339,1.883,1.3222,0.8265,2582.67,29.33
14/9/1990,386.2,4.78,#N/A N/A,454,#N/A N/A,86.15,1.2905,4.7339,1.894,1.3417,0.826,2564.11,30.56
17/9/1990,389.4,4.78,#N/A N/A,456.38,#N/A N/A,88.25,1.287,4.7339,1.915,1.3481,0.833,2567.33,29.55
18/9/1990,386,4.78,#N/A N/A,456.38,#N/A N/A,88.05,1.2825,4.7399,1.9145,1.3526,0.8315,2571.29,28.82
19/9/1990,386.5,4.8,#N/A N/A,456.38,#N/A N/A,81.35,1.306,4.7339,1.885,1.3374,0.8315,2557.43,27.88
20/9/1990,386.95,4.79,#N/A N/A,460.25,#N/A N/A,84.05,1.32,4.7339,1.873,1.328,0.8275,2518.32,28.66
21/9/1990,386.95,4.81,#N/A N/A,460.25,#N/A N/A,87.55,1.3222,4.7339,1.847,1.3323,0.828,2512.38,30.04
24/9/1990,392.5,4.82,#N/A N/A,456.13,#N/A N/A,84.85,1.2975,4.7339,1.881,1.3434,0.8326,2452.97,30.56
25/9/1990,403.75,4.92,#N/A N/A,456.13,#N/A N/A,80.05,1.302,4.7339,1.869,1.3417,0.8315,2485.64,28.81
26/9/1990,402.7,4.82,#N/A N/A,456.13,#N/A N/A,81.75,1.3112,4.7339,1.872,1.3365,0.8315,2459.65,28.19
27/9/1990,403.95,4.77,#N/A N/A,452.25,#N/A N/A,84.85,1.308,4.7339,1.8795,1.3348,0.8272,2427.48,28.67
28/9/1990,408.4,4.79,#N/A N/A,452.25,#N/A N/A,80.75,1.2995,4.7339,1.8788,1.338,0.8265,2452.48,29.11
