Dates,XAU Curncy,XAG Curncy,XPD Curncy,XPT Curncy,USSA1 Curncy,USYC2Y10 Index,CHF Curncy,CNY Curncy,GBP Curncy,EUR Curncy,AUD Curncy,INDU Index,VIX Index
28/5/1999,270.45,4.905,337.5,364,5.54,20.7,1.5285,8.2783,1.6023,1.0429,0.6525,10559.75,25.39
31/5/1999,270.35,4.935,339.5,363.5,5.55,9.95,1.5272,8.2785,1.6026,1.042,0.6489,10559.75,25.39
1/6/1999,267.65,4.985,341.5,362.5,5.62,23.55,1.5242,8.2783,1.6121,1.0448,0.6441,10596.26,26.62
2/6/1999,265.4,5.01,342.5,364,5.62,25,1.5357,8.2781,1.6045,1.036,0.6445,10577.9,26.21
3/6/1999,266.05,4.975,345.5,363,5.62,26.2,1.5403,8.278,1.6053,1.0325,0.6492,10663.7,26.2
4/6/1999,264.8,4.91,345.5,367.5,5.64,26.65,1.5315,8.2784,1.6108,1.0377,0.6585,10799.84,23.43
7/6/1999,265.55,4.985,344.5,362,5.63,23.4,1.5435,8.2781,1.5995,1.0328,0.6587,10909.39,23.78
8/6/1999,262.15,4.97,346.5,363.5,5.64,21.45,1.5215,8.278,1.6058,1.0466,0.658,10765.65,24.02
9/6/1999,259.35,4.945,352.5,367.5,5.66,23.55,1.5232,8.2778,1.6024,1.0466,0.6591,10690.29,23.9
10/6/1999,258.45,5.135,347.5,367.5,5.69,23.45,1.5228,8.2777,1.6051,1.0483,0.6613,10621.27,25.32
11/6/1999,260.65,5.105,344.5,366.5,5.73,38.7,1.5138,8.2777,1.6168,1.0519,0.6656,10490.51,25.9
14/6/1999,260.65,5.145,331.5,363.3,5.71,32.8,1.5295,8.2776,1.6065,1.0423,0.6637,10563.33,26.51
15/6/1999,259.15,5.035,340.5,360,5.71,39.9,1.531,8.2779,1.5943,1.0427,0.6584,10594.99,25.91
16/6/1999,258.5,5.045,338.5,356.25,5.69,44.15,1.5479,8.2776,1.5881,1.0308,0.6563,10784.96,22.4
17/6/1999,258.45,5.065,338,352,5.59,23.5,1.543,8.2775,1.594,1.0343,0.6573,10841.63,21.95
18/6/1999,259.55,4.99,340.5,352.25,5.63,23.9,1.5402,8.2774,1.5969,1.0398,0.6525,10855.56,21.75
21/6/1999,258.85,4.995,336.5,348,5.65,25.3,1.5428,8.2778,1.5916,1.0347,0.6499,10815.99,21.81
22/6/1999,258.55,5.06,332.5,345,5.69,21.25,1.5453,8.2781,1.5908,1.0325,0.6539,10721.64,21.7
23/6/1999,260.65,5.1,327.5,347,5.73,31.25,1.5453,8.2784,1.5808,1.0337,0.6584,10666.87,21.32
24/6/1999,260.75,5.145,329.5,348,5.75,30.85,1.5356,8.278,1.5878,1.0413,0.6581,10534.84,23.06
25/6/1999,260.25,5.075,330.5,350,5.76,34.35,1.5326,8.2775,1.5873,1.043,0.6616,10552.57,21.76
28/6/1999,260.75,5.155,325.5,346,5.75,26.4,1.5474,8.278,1.5823,1.0331,0.6568,10655.15,22.63
29/6/1999,260.75,5.185,322.63,349.25,5.8,41.45,1.5499,8.2786,1.5728,1.0319,0.6562,10815.35,22.51
30/6/1999,262.5,5.245,320.5,349.25,5.71,20.2,1.5494,8.2787,1.5778,1.0351,0.6674,10970.81,21.09
1/7/1999,263.4,5.265,320.5,351,5.72,26.35,1.5686,8.2785,1.5729,1.023,0.6662,11066.43,19.69
2/7/1999,263.5,5.295,317.5,348.5,5.71,25.95,1.5677,8.2785,1.5789,1.0249,0.6685,11139.25,18.66
5/7/1999,262.25,5.275,318.5,346.5,5.71,21.8,1.5697,8.2787,1.5745,1.0223,0.6661,11139.25,18.66
6/7/1999,256.85,5.185,316.75,346,5.75,25.85,1.5659,8.2782,1.5619,1.0236,0.6617,11135.13,20.73
7/7/1999,257.15,5.215,321.5,347,5.75,33.35,1.5706,8.2783,1.5601,1.0222,0.6676,11187.37,20.35
8/7/1999,256.5,5.235,330.5,353.5,5.74,25.1,1.5705,8.2781,1.5586,1.0222,0.6672,11126.9,20.24
9/7/1999,256.95,5.195,331.5,353.5,5.74,31.9,1.5771,8.2777,1.5485,1.0196,0.666,11193.7,17.96
12/7/1999,255.65,5.22,331.5,351.25,5.68,23.65,1.5818,8.2776,1.5574,1.0145,0.6609,11200.98,19.73
13/7/1999,255.85,5.13,332.5,349,5.68,17.35,1.5775,8.2775,1.5578,1.017,0.6589,11175.02,19.95
14/7/1999,254.05,5.065,343.5,349,5.73,20.15,1.5744,8.2777,1.5644,1.0137,0.6584,11148.11,19.71
15/7/1999,254.1,5.1,338,348,5.76,26.25,1.5763,8.2774,1.5651,1.019,0.6613,11186.42,18.68
16/7/1999,253.85,5.08,337.5,350,5.71,22.3,1.5761,8.2773,1.5623,1.0201,0.6606,11209.85,17.42
19/7/1999,253.25,5.045,337.5,349.5,5.7,26.15,1.5549,8.2773,1.5812,1.0313,0.6511,11187.68,19.07
20/7/1999,253.35,5.06,338.5,353,5.62,21.6,1.5406,8.2777,1.5723,1.04,0.6464,10996.14,21.79
21/7/1999,255.3,5.115,338.5,355.5,5.66,14.55,1.5264,8.2773,1.5788,1.05,0.6481,11002.78,21.46
22/7/1999,255.45,5.135,342.5,353.45,5.73,22.65,1.5291,8.2773,1.5818,1.0508,0.6484,10969.22,23.05
23/7/1999,254.65,5.15,345.5,353.75,5.76,27.4,1.5309,8.2773,1.5779,1.0505,0.6474,10910.97,23.32
26/7/1999,254,5.145,343.5,353.5,5.78,29.8,1.506,8.2772,1.5904,1.0647,0.6468,10863.16,24.98
27/7/1999,254.25,5.17,337.4,351.5,5.77,25.55,1.5056,8.277,1.5907,1.0633,0.6454,10979.04,23.23
28/7/1999,254.15,5.24,338.5,346,5.77,18.6,1.4988,8.277,1.5971,1.0662,0.6468,10972.08,22.85
29/7/1999,256.75,5.365,342.5,346.5,5.855,25.05,1.4878,8.2773,1.6176,1.0725,0.6508,10791.29,24.52
30/7/1999,255.95,5.44,339.5,346,5.88,25.55,1.4908,8.2774,1.6216,1.0712,0.6522,10655.15,24.64
2/8/1999,255.15,5.37,332.5,343,5.93,26.05,1.4938,8.277,1.6161,1.0691,0.6508,10645.97,25.59
3/8/1999,256.25,5.44,336.5,351.5,5.93,34.4,1.4968,8.2773,1.6203,1.068,0.6544,10677.31,26.27
4/8/1999,256.15,5.48,343.5,355.5,5.9,41.7,1.4843,8.2773,1.6199,1.0776,0.6587,10674.78,27.4
5/8/1999,255.75,5.42,341.5,351,5.85,17.85,1.4886,8.2774,1.6128,1.0758,0.6544,10793.82,27.01
6/8/1999,256.15,5.4,340.5,351,5.96,26.3,1.4899,8.2772,1.609,1.0743,0.6531,10714.04,26.6
9/8/1999,257.25,5.32,346.5,352.5,6.03,35.35,1.4947,8.2772,1.6069,1.0717,0.6543,10707.71,27.66
10/8/1999,257.55,5.32,340.5,349.5,6.05,42.4,1.4966,8.2772,1.6151,1.071,0.6522,10655.15,28.45
11/8/1999,258.95,5.39,342.5,351.5,6.02,33.3,1.5035,8.2772,1.613,1.0658,0.6506,10787.81,25.39
12/8/1999,260.75,5.345,343.5,353.5,6.03,37.4,1.5007,8.2771,1.6112,1.0674,0.6491,10789.39,25.03
13/8/1999,260.65,5.3,338.5,351,5.97,26.25,1.5166,8.277,1.6045,1.0567,0.6523,10973.66,22.31
16/8/1999,260.05,5.24,338.5,345,5.99,29.85,1.5138,8.277,1.6012,1.0581,0.6486,11046.8,23.07
17/8/1999,261.5,5.255,339,347.75,5.94,25,1.5244,8.2773,1.6033,1.0507,0.6493,11117.08,21.67
18/8/1999,259.65,5.21,340.5,351,5.92,24.35,1.5206,8.2773,1.6018,1.052,0.6477,10991.39,23.3
19/8/1999,258.5,5.19,345.5,353,5.91,28.95,1.5016,8.2773,1.6167,1.0644,0.6351,10963.84,24.39
20/8/1999,257.4,5.23,346.5,359.5,5.9,22.75,1.4957,8.2774,1.615,1.0672,0.6362,11100.62,22.95
23/8/1999,254.25,5.12,343.5,351,5.9,29.2,1.5267,8.2771,1.6008,1.0491,0.6347,11299.76,22.55
24/8/1999,253.25,5.13,345.5,349,5.88,28.85,1.5189,8.2772,1.5947,1.0544,0.6373,11283.3,22.4
25/8/1999,252.55,5.09,341.5,347.5,5.85,13.95,1.5371,8.2773,1.5853,1.0424,0.6328,11326.04,20.96
26/8/1999,252.75,5.12,341,348,5.92,11.3,1.5327,8.2774,1.5881,1.0453,0.6298,11198.45,21.21
27/8/1999,253.75,5.12,339.5,347.5,5.95,13.3,1.5294,8.2773,1.5884,1.0464,0.6316,11090.17,21.83
30/8/1999,253.95,5.1,337.5,348.38,6,23.3,1.5278,8.2771,1.5903,1.0483,0.6358,10914.13,24.63
31/8/1999,255.68,5.16,338.5,349,6.03,24.75,1.5146,8.277,1.6038,1.0566,0.6407,10829.28,24.45
1/9/1999,253.85,5.135,340.5,348,6.02,25.35,1.5135,8.2771,1.6038,1.0582,0.6384,10937.88,22.93
2/9/1999,255.45,5.21,345.5,349.5,6.04,38.65,1.4935,8.2774,1.6077,1.0689,0.6448,10843.21,24.53
3/9/1999,254.25,5.12,349.5,351,5.96,26.6,1.5068,8.2774,1.6024,1.0613,0.6467,11078.46,20.98
6/9/1999,254.7,5.135,353.5,350.25,5.98,22.8,1.5105,8.2776,1.6072,1.0575,0.6458,11078.46,20.98
7/9/1999,255.85,5.185,355,355,6.019,28.2,1.5104,8.2776,1.6041,1.0587,0.6496,11034.13,23.44
8/9/1999,256.15,5.185,353,354.5,5.975,24.45,1.5108,8.2776,1.6193,1.0598,0.6481,11036.35,23.82
9/9/1999,257.25,5.21,353.5,355.5,5.9988,32.45,1.519,8.2774,1.6354,1.0538,0.6531,11079.4,23.01
10/9/1999,256.55,5.2,358.5,362.25,5.9565,25.9,1.5511,8.2774,1.6185,1.0374,0.6516,11028.43,22.03
13/9/1999,256.45,5.16,366.5,370,5.9715,21.6,1.541,8.2772,1.6077,1.0425,0.6565,11030.33,22.89
14/9/1999,257.25,5.15,368.5,374.5,6,32.8,1.5483,8.2775,1.6082,1.0358,0.6522,10910.34,23.77
15/9/1999,256.55,5.08,364.5,374,5.96,30.55,1.5409,8.2773,1.6143,1.0409,0.6498,10801.42,24.56
16/9/1999,256.35,5.11,366.5,375,5.95,29.25,1.5434,8.278,1.6234,1.0384,0.6473,10737.47,25.25
17/9/1999,255.25,5.1,365.5,374,5.92,23.1,1.5415,8.2773,1.6234,1.0423,0.6468,10803.64,23.3
20/9/1999,255,5.1,362.5,374.5,5.95,25.75,1.552,8.2775,1.6222,1.0356,0.6416,10823.9,24.03
21/9/1999,260.8,5.255,362.5,381,5.93,28.5,1.5272,8.2775,1.6327,1.0492,0.6484,10598.48,25.65
22/9/1999,264.55,5.27,365.5,382,5.94,37.15,1.5377,8.2777,1.6294,1.0439,0.6509,10524.07,25.19
23/9/1999,266.25,5.26,364.5,375.5,5.9,25.45,1.5248,8.2776,1.6452,1.0504,0.6491,10318.6,27.84
24/9/1999,268.75,5.23,359.5,374.25,5.85,19.3,1.5336,8.2775,1.6422,1.0439,0.6508,10279.34,27.79
27/9/1999,282.78,5.325,366,386.5,5.89,17.95,1.5308,8.2775,1.6465,1.0462,0.6527,10303.4,26.4
28/9/1999,309,5.565,375.5,402,5.904,23.05,1.5218,8.2775,1.6485,1.0525,0.6571,10275.54,26.06
29/9/1999,301.75,5.59,382.5,404.5,6.0885,36.1,1.5032,8.2775,1.6445,1.0645,0.652,10213.48,26.49
30/9/1999,298.75,5.61,380.5,393.5,6.0718,18.1,1.4956,8.2778,1.6473,1.0684,0.652,10336.96,25.41
1/10/1999,309,5.59,389.5,400.5,6.17,30.25,1.4828,8.2778,1.6545,1.0725,0.6555,10273,24.93
4/10/1999,317.35,5.625,385,410.5,6.179,15.9,1.4839,8.2778,1.6551,1.0737,0.6623,10401.23,24.46
5/10/1999,325.5,5.54,389,418.5,6.1815,23.55,1.4816,8.2778,1.6557,1.0737,0.6625,10400.6,24.79
6/10/1999,324.5,5.52,387,414.5,6.2565,24.1,1.4896,8.2778,1.6553,1.0687,0.6614,10588.35,22.06
7/10/1999,322.8,5.58,386.5,425.5,6.2065,25.8,1.4872,8.2778,1.6519,1.0717,0.6591,10537.06,23.58
8/10/1999,320.15,5.53,392.5,421.5,6.195,25.15,1.5037,8.278,1.6514,1.0633,0.6546,10649.77,20.49
11/10/1999,318,5.52,393.5,423.5,6.1953,25.55,1.5035,8.278,1.653,1.0638,0.6555,10648.18,20.63
12/10/1999,318.5,5.54,396.5,430.5,6.229,20.65,1.4784,8.2772,1.6575,1.0772,0.6564,10417.06,22.84
13/10/1999,322,5.58,387.5,430.5,6.2153,21.45,1.4711,8.2777,1.656,1.0806,0.6481,10232.16,25.96
14/10/1999,313.5,5.35,382.5,439.5,6.32,37.1,1.4756,8.2774,1.6626,1.0777,0.6486,10286.62,26.05
15/10/1999,315.15,5.32,375.5,413.5,6.29,20.75,1.4563,8.2775,1.6697,1.0894,0.6473,10019.72,28.75
18/10/1999,311.5,5.24,377.5,410.5,6.31,24.95,1.4698,8.2774,1.6684,1.0813,0.6441,10116.28,28.19
19/10/1999,308.5,5.2,374.5,408.5,6.35,28.45,1.4684,8.2773,1.6728,1.0825,0.6478,10204.93,26.56
20/10/1999,305.55,5.19,388.5,428.5,6.35,26,1.4824,8.2774,1.6632,1.075,0.6466,10392.36,23.9
21/10/1999,304.95,5.21,386.5,427.5,6.34,26.85,1.4761,8.2772,1.6746,1.0802,0.6505,10297.7,24.02
22/10/1999,302.4,5.24,390.5,429.5,6.31,24.55,1.4958,8.2773,1.6525,1.069,0.649,10470.25,21.64
25/10/1999,298,5.24,394.82,429.76,6.299,22.15,1.4973,8.277,1.6622,1.0675,0.6523,10349.94,23.6
26/10/1999,288.75,5.18,393.76,413,6.36,29.7,1.5108,8.2773,1.6528,1.0593,0.6507,10302.13,24.26
27/10/1999,293.85,5.2,390.5,411.5,6.34,32.65,1.522,8.2775,1.6483,1.0518,0.6445,10394.9,24.2
28/10/1999,299,5.27,391.5,420.5,6.29,33.4,1.5251,8.2776,1.6388,1.0511,0.6463,10622.54,21.34
29/10/1999,299.2,5.2,392.5,420.5,6.2,20.4,1.5209,8.2778,1.6448,1.0549,0.639,10729.87,22.2
1/11/1999,290.25,5.2,390.5,413.5,6.21,24.5,1.5258,8.2779,1.6427,1.0513,0.6384,10648.52,22.09
2/11/1999,291.5,5.22,389.5,411.5,6.2,22.35,1.5267,8.2782,1.6462,1.0527,0.6417,10581.84,23.1
3/11/1999,292.4,5.215,391.5,416.07,6.18,24.2,1.5344,8.2773,1.6429,1.0489,0.6427,10609.07,23.16
4/11/1999,293,5.215,391.5,417,6.18,24.05,1.5562,8.278,1.6223,1.0432,0.6374,10639.65,23
5/11/1999,290.5,5.195,394,424.5,6.09,20.9,1.5488,8.2779,1.6195,1.0421,0.6392,10704.49,21.66
8/11/1999,289.75,5.055,395.5,420.5,6.065,18.65,1.5493,8.2779,1.6199,1.0384,0.6376,10718.86,21.87
9/11/1999,292.8,5.09,402.5,430.5,6.08,15.5,1.546,8.278,1.6227,1.0404,0.6392,10617.32,22.7
10/11/1999,298.25,5.135,404.5,437.5,6.17,18.5,1.54,8.2781,1.6289,1.0447,0.6422,10597.75,22.26
11/11/1999,294,5.105,414.5,449.5,6.18,21.75,1.5436,8.2782,1.6222,1.0406,0.6423,10595.3,22.07
12/11/1999,291.3,5.06,414.5,442.5,6.13,16.2,1.5562,8.278,1.6152,1.0318,0.6453,10769.32,21.65
15/11/1999,291.5,5.095,414.5,454,6.13,8.5,1.5534,8.2781,1.6214,1.0333,0.6463,10760.76,22.74
16/11/1999,294.13,5.15,409.5,447.5,6.19,8.05,1.5558,8.2781,1.6163,1.0303,0.6425,10932.33,20.73
17/11/1999,294.35,5.1,416.25,442.5,6.21,14.75,1.5399,8.2781,1.6236,1.0416,0.6394,10883.09,20.96
18/11/1999,294.25,5.15,403.5,444.5,6.22,14.95,1.5558,8.2784,1.6143,1.0297,0.6396,11035.7,19.76
19/11/1999,295,5.125,395.97,426.76,6.23,11.9,1.5555,8.2785,1.6199,1.03,0.639,11003.9,19.11
22/11/1999,294.5,5.18,402.5,436.5,6.25,14.7,1.5525,8.2785,1.6204,1.0321,0.6371,11089.53,19.98
23/11/1999,297.9,5.27,404.5,432.5,6.25,12.4,1.5568,8.2784,1.6248,1.0279,0.636,10995.64,21
24/11/1999,298.25,5.235,401.5,428.5,6.26,12.35,1.5713,8.2785,1.6103,1.0185,0.6329,11008.18,20.26
25/11/1999,298.25,5.2,400.5,448.5,6.27,9.8,1.5713,8.2782,1.6123,1.0179,0.637,11008.18,20.26
26/11/1999,297.12,5.21,400.5,442.5,6.27,6.95,1.5771,8.2785,1.6073,1.0163,0.635,10988.91,22.33
29/11/1999,291,5.195,396.5,437.5,6.315,19.25,1.5885,8.2789,1.6064,1.0104,0.6359,10947.93,23.57
30/11/1999,290.7,5.245,395.5,437.5,6.335,15.2,1.5862,8.2789,1.5981,1.0093,0.6356,10877.81,24.18
1/12/1999,289.5,5.17,399.5,440.5,6.335,14.4,1.5881,8.2789,1.6006,1.0087,0.6375,10998.39,22.23
2/12/1999,285,5.155,397.5,434.5,6.355,26.15,1.5968,8.2788,1.5999,1.0013,0.633,11039.07,21.77
3/12/1999,279.8,5.115,401,434.5,6.325,20.65,1.5908,8.2787,1.6006,1.0018,0.6322,11286.18,19.32
6/12/1999,276.1,5.075,406.5,438.5,6.315,21,1.5637,8.279,1.6197,1.0228,0.6343,11225.02,20.58
7/12/1999,285.75,5.125,407.5,437.75,6.305,13.7,1.5602,8.279,1.6242,1.0254,0.6372,11106.66,21.09
8/12/1999,281.95,5.17,406.5,439.5,6.315,18.9,1.5573,8.2795,1.6282,1.0278,0.6375,11068.12,21.25
9/12/1999,277.88,5.11,408.5,439.5,6.315,21.4,1.5663,8.2795,1.624,1.0214,0.6383,11134.79,21.19
10/12/1999,278.95,5.13,414.5,442.5,6.285,11.75,1.5795,8.2795,1.6215,1.0134,0.6351,11224.71,21.48
13/12/1999,280.28,5.12,420.5,443.5,6.27,3.35,1.5794,8.2795,1.6243,1.0144,0.6351,11192.6,21.72
14/12/1999,279.95,5.2,429.5,447.5,6.31,14.1,1.5913,8.2794,1.6113,1.0058,0.6358,11160.18,23.06
15/12/1999,282.78,5.195,431.5,445,6.38,9.2,1.589,8.2794,1.606,1.0071,0.636,11225.32,22.03
16/12/1999,281.95,5.215,432.5,439.5,6.4,15.95,1.5743,8.2794,1.6111,1.017,0.6435,11244.89,21.91
17/12/1999,283.6,5.22,445.5,440.5,6.39,9.4,1.5883,8.2794,1.6044,1.0088,0.6428,11257.43,21.35
20/12/1999,284.15,5.2,441.5,432.5,6.45,14.7,1.5774,8.2794,1.6095,1.0133,0.6433,11144.28,23.78
21/12/1999,287.48,5.175,439.5,432.5,6.45,16.95,1.5873,8.2796,1.6132,1.0085,0.6447,11200.55,22.66
22/12/1999,287.05,5.235,438.5,447.5,6.51,14.2,1.5854,8.2796,1.6097,1.0094,0.6438,11203.61,22.43
23/12/1999,286.95,5.21,444.5,437.5,6.51,18.5,1.5803,8.2795,1.6159,1.0156,0.6451,11405.76,21.12
24/12/1999,287.63,5.195,444.5,438.5,6.51,20.3,1.585,8.2792,1.6158,1.011,0.6433,11405.76,21.12
27/12/1999,287.75,5.215,447.5,438.5,6.52,18.8,1.5855,8.2796,1.617,1.0133,0.6452,11391.08,23.07
28/12/1999,289.55,5.205,447.5,440,6.51,21.6,1.595,8.2795,1.6151,1.007,0.6467,11476.71,22.97
29/12/1999,290.45,5.37,447.5,443.5,6.52,22.05,1.5971,8.2793,1.6184,1.0051,0.6508,11484.67,23.09
30/12/1999,288.05,5.41,444.5,441.5,6.52,15.2,1.593,8.2795,1.6154,1.0087,0.6543,11452.86,24.76
31/12/1999,288,5.38,449.5,442.5,6.51,5.85,1.5907,8.2795,1.6182,1.0062,0.6567,11497.12,24.64
3/1/2000,289,5.405,449.5,442.5,6.52,29.3,1.567,8.2798,1.6362,1.0243,0.6585,11357.51,24.21
4/1/2000,282.25,5.325,442.13,438.5,6.62,13.85,1.5573,8.2799,1.636,1.0296,0.655,10997.94,27.01
5/1/2000,280,5.145,435.52,420.5,6.62,29.55,1.5486,8.2798,1.6426,1.0321,0.6579,11122.66,26.41
6/1/2000,281.1,5.12,433.5,412.5,6.59,21.6,1.5532,8.2797,1.6474,1.0328,0.6533,11253.27,25.73
7/1/2000,281.75,5.175,438.5,417.5,6.59,15.6,1.5646,8.2794,1.6393,1.0295,0.6549,11522.56,21.72
10/1/2000,281.48,5.145,452.5,418.5,6.59,12.35,1.5694,8.2794,1.6374,1.0256,0.6561,11572.2,21.71
11/1/2000,283.25,5.16,451.5,419.5,6.59,18.5,1.5583,8.2795,1.6475,1.0336,0.6578,11511.09,22.5
12/1/2000,282.35,5.105,449.5,420.5,6.65,30.9,1.5624,8.2796,1.6466,1.0309,0.6587,11551.11,22.84
13/1/2000,284.25,5.11,444.5,425.5,6.67,20,1.5714,8.2798,1.6472,1.0258,0.6679,11582.44,21.71
14/1/2000,284.2,5.125,442,430.5,6.65,24.85,1.5945,8.2797,1.6313,1.0122,0.6657,11722.98,19.66
17/1/2000,285.5,5.11,440.5,431.5,6.65,21.6,1.5958,8.2793,1.6333,1.0122,0.6642,11722.98,19.66
18/1/2000,288.65,5.12,438.5,434.5,6.66,30.05,1.5914,8.2793,1.6379,1.0137,0.6654,11560.73,21.5
19/1/2000,289.63,5.13,442.5,449.5,6.66,24.05,1.5929,8.2797,1.645,1.0133,0.6638,11489.37,21.72
20/1/2000,288.5,5.21,441.5,441.5,6.66,33.05,1.5845,8.2794,1.6537,1.0168,0.6658,11351.3,21.75
21/1/2000,289.1,5.21,449.5,437.5,6.45,35.95,1.5962,8.2795,1.6487,1.0098,0.6629,11251.72,20.82
24/1/2000,287.6,5.24,465.5,455.5,6.84,25.25,1.5998,8.2789,1.6531,1.0072,0.6543,11008.17,24.07
25/1/2000,287.05,5.26,479.5,458.5,6.83,25,1.611,8.2786,1.6452,1.0009,0.6554,11029.89,23.02
26/1/2000,286,5.22,471.5,452.5,6.83,15.8,1.6099,8.2782,1.6403,1.0019,0.6523,11032.99,23.03
27/1/2000,286.85,5.35,478.5,463.75,6.65,13.45,1.6327,8.2783,1.6396,0.9882,0.6541,11028.03,23.54
28/1/2000,283.25,5.26,485.5,487.5,6.67,6.65,1.6509,8.2781,1.6201,0.9747,0.635,10738.88,26.14
31/1/2000,283.5,5.245,485.5,492.5,6.76,9.05,1.6576,8.2777,1.6162,0.9707,0.637,10940.54,24.95
1/2/2000,282.63,5.195,486.5,487.5,6.78,2.75,1.657,8.2774,1.615,0.9711,0.6324,11041.06,23.45
2/2/2000,284.75,5.18,499.5,495.5,6.81,5,1.6501,8.2773,1.6088,0.9765,0.6389,11003.21,23.12
3/2/2000,287.45,5.23,508.5,512.5,6.84,-12.85,1.6235,8.2781,1.5972,0.9894,0.6348,11013.45,22.01
4/2/2000,310.3,5.285,514.5,510.5,6.8,-12.1,1.6349,8.2788,1.5918,0.9832,0.638,10963.81,21.54
7/2/2000,302.75,5.225,537.5,507.5,6.84,-3.95,1.6379,8.2788,1.598,0.9815,0.6337,10905.79,22.79
8/2/2000,301.75,5.275,567.5,512.5,6.84,-3.95,1.6317,8.2788,1.6113,0.9855,0.6317,10957.61,21.25
9/2/2000,306.75,5.36,582,555,6.82,-0.2,1.6187,8.2788,1.6169,0.9942,0.6362,10699.17,22.9
10/2/2000,315,5.36,576,542,6.82,2.65,1.6302,8.2788,1.6097,0.9854,0.6265,10643.64,23.07
11/2/2000,310.95,5.29,584,542,6.81,-1.55,1.6252,8.2788,1.5936,0.9875,0.6305,10425.22,24.42
14/2/2000,308.15,5.235,595,540,6.78,-7.35,1.6447,8.2779,1.588,0.9783,0.6263,10519.85,24.38
15/2/2000,301.75,5.225,660,551,6.78,-5.85,1.637,8.2777,1.596,0.9815,0.6305,10718.1,22.92
16/2/2000,302.5,5.26,682.5,560,6.8,-12.65,1.6263,8.2777,1.6077,0.9863,0.6319,10561.42,23.51
17/2/2000,300.5,5.23,705,552.5,6.81,-7.05,1.6246,8.2772,1.609,0.9878,0.6323,10514.57,23.17
18/2/2000,305,5.245,688.5,510,6.87,-14.9,1.6294,8.2772,1.6013,0.9839,0.6293,10219.53,26
21/2/2000,305.5,5.235,740,528,6.86,-5.75,1.6237,8.2775,1.6005,0.9877,0.6258,10219.53,26
22/2/2000,304.4,5.26,795,528,6.86,-26,1.6022,8.2773,1.6126,1.0038,0.6221,10304.85,25.86
23/2/2000,300,5.225,755,511.5,6.82,-9.9,1.6056,8.278,1.6039,1.0036,0.6216,10225.73,23.89
24/2/2000,298.5,5.145,700,473,6.83,-2.95,1.6211,8.278,1.6003,0.992,0.6155,10092.64,24.38
25/2/2000,292.6,5.05,670,474,6.77,-18.65,1.6491,8.2786,1.5953,0.9749,0.6151,9862.12,25.2
28/2/2000,291.75,5.06,670,473.5,6.71,-9.9,1.6546,8.2786,1.5958,0.9709,0.6148,10038.66,24.68
29/2/2000,292.2,5.07,725,481,6.75,-9.5,1.6653,8.2786,1.5792,0.9642,0.6178,10128.31,23.37
1/3/2000,289.75,5.08,700,475,6.76,-12.65,1.6514,8.2786,1.5854,0.9727,0.6057,10137.93,21.64
2/3/2000,288.5,5.03,660,460,6.76,-11.15,1.6648,8.2787,1.5766,0.9656,0.6063,10164.92,21.06
3/3/2000,288.8,5.11,665,465,6.76,-14.1,1.6768,8.2789,1.5778,0.9586,0.6084,10367.2,19.21
6/3/2000,287.63,5.06,655,470,6.795,-7.5,1.6773,8.2785,1.5749,0.9586,0.6019,10170.51,21.5
7/3/2000,293.25,5.075,650,477,6.78,-12.15,1.6764,8.2784,1.5804,0.9584,0.6051,9796.04,24.31
8/3/2000,288.13,5.09,697,475,6.79,-9.8,1.6717,8.2786,1.5817,0.961,0.6095,9856.54,23.82
9/3/2000,291.2,5.1,705,470,6.78,-19.4,1.6624,8.2787,1.5827,0.9669,0.6148,10010.73,22.21
10/3/2000,289,5.06,692.5,482,6.8,-12.8,1.6701,8.2785,1.5765,0.9637,0.6151,9928.83,21.24
13/3/2000,290.7,5.07,687.5,480,6.8,-9.75,1.6721,8.2781,1.5792,0.9642,0.6163,9947.13,22.85
14/3/2000,288.88,5.095,705,488,7.07,-20.2,1.6641,8.278,1.5776,0.9686,0.6148,9811.24,24.41
15/3/2000,288.85,5.12,705,482,6.93,-19.35,1.6682,8.2778,1.5732,0.9669,0.6135,10131.42,22.34
16/3/2000,286.5,5.09,723,484,6.84,-23.95,1.6625,8.278,1.5771,0.9696,0.6113,10630.61,20.77
17/3/2000,284.6,5.095,723,485,6.84,-31.6,1.6576,8.278,1.5748,0.9721,0.6067,10595.24,22.37
20/3/2000,286.88,5.03,692,495,6.84,-31.85,1.6568,8.2786,1.5689,0.9728,0.6077,10680.25,22.96
21/3/2000,289.63,5.115,667,497,6.85,-34,1.6761,8.2783,1.5717,0.9615,0.6099,10907.35,21.7
22/3/2000,287.88,5.12,665,498,6.85,-38.9,1.6744,8.2783,1.5795,0.961,0.6044,10866.7,21.49
23/3/2000,286.28,5.13,650,482,6.82,-54.55,1.6463,8.2787,1.5867,0.9715,0.6058,11119.86,22.26
24/3/2000,285,5.1,630,481.5,6.89,-42.35,1.6232,8.2789,1.5941,0.9779,0.6086,11112.73,23.31
27/3/2000,280.3,5.085,620,482,6.98,-41.25,1.6425,8.2792,1.5882,0.9672,0.6128,11025.86,24.53
28/3/2000,279.4,5.07,620,480,7,-43.75,1.6561,8.2795,1.5893,0.9605,0.6164,10936.12,24.86
29/3/2000,276.4,4.95,612,477,6.98,-33.65,1.6756,8.2789,1.5936,0.9514,0.6105,11018.72,24.1
