,Dates,XPD Curncy,log_returns
1296,1994-12-20,155.75,0.0041820874850693876
1297,1994-12-21,156.5,0.004803852312645457
1298,1994-12-22,155.85,-0.004162003766861882
1299,1994-12-23,155.5,-0.0022482745940571834
1300,1994-12-26,155.5,0.0
1301,1994-12-27,157.25,0.01119116396126108
1302,1994-12-28,158.7,0.009178731951813481
1303,1994-12-29,159.0,0.0018885746878681546
1304,1994-12-30,159.5,0.0031397200046678463
1305,1995-02-01,159.5,0.0
1306,1995-03-01,158.7,-0.0050282946925359435
1307,1995-04-01,155.5,-0.02036989591307446
1308,1995-05-01,154.55,-0.00612806304116347
1309,1995-06-01,152.5,-0.01335307253065902
1310,1995-09-01,154.5,0.013029500290333897
1311,1995-10-01,155.8,0.008379037098847748
1312,1995-11-01,156.75,0.0060790460763821925
1313,1995-12-01,158.5,0.011102413804305322
1314,1995-01-13,156.25,-0.014297304700824449
1315,1995-01-16,155.3,-0.0060985584618694685
1316,1995-01-17,156.0,0.004497277094895518
1317,1995-01-18,157.35,0.008616616260878797
1318,1995-01-19,158.0,0.004122409516550856
1319,1995-01-20,159.0,0.006309169193264756
1320,1995-01-23,158.0,-0.006309169193264721
1321,1995-01-24,158.0,0.0
1322,1995-01-25,159.0,0.006309169193264756
1323,1995-01-26,159.5,0.0031397200046678463
1324,1995-01-27,156.25,-0.020586633608388433
1325,1995-01-30,157.2,0.006061591378595155
1326,1995-01-31,157.75,0.003492621426216489
1327,1995-01-02,158.95,0.00757818593548909
1328,1995-02-02,158.15,-0.005045737605153779
1329,1995-03-02,157.45,-0.004436002204624251
1330,1995-06-02,157.7,0.0015865464219591264
1331,1995-07-02,156.5,-0.007638483988784711
1332,1995-08-02,157.15,0.004144753263368652
1333,1995-09-02,157.5,0.0022246950221111086
1334,1995-10-02,157.8,0.0019029501460862853
1335,1995-02-13,157.75,-0.00031690699045145245
1336,1995-02-14,158.0,0.00158353160564422
1337,1995-02-15,156.6,-0.008900249470264125
1338,1995-02-16,156.3,-0.0019175461292717062
1339,1995-02-17,156.25,-0.00031994881092016584
1340,1995-02-20,158.5,0.014297304700824394
1341,1995-02-21,157.75,-0.004743091896012737
1342,1995-02-22,158.1,0.002216242794103688
1343,1995-02-23,157.65,-0.0028503582243564747
1344,1995-02-24,155.55,-0.013410162647423774
1345,1995-02-27,155.5,-0.00032149172435732665
1346,1995-02-28,154.75,-0.004834820054583293
1347,1995-01-03,152.25,-0.01628700497469905
1348,1995-02-03,152.25,0.0
1349,1995-03-03,153.0,0.004914014802429163
1350,1995-06-03,153.35,0.0022849691678250694
1351,1995-07-03,159.05,0.036495727634892665
1352,1995-08-03,155.25,-0.024181897381565075
1353,1995-09-03,156.5,0.008019289166619797
1354,1995-10-03,157.75,0.00795549144111468
1355,1995-03-13,161.0,0.020392863563140535
1356,1995-03-14,160.5,-0.003110422414392391
1357,1995-03-15,161.5,0.0062112000926406764
1358,1995-03-16,163.0,0.009245058144051209
1359,1995-03-17,165.5,0.01522099401035517
1360,1995-03-20,168.0,0.014992784586141318
1361,1995-03-21,166.5,-0.008968669982760375
1362,1995-03-22,166.25,-0.0015026298845350185
1363,1995-03-23,171.0,0.028170876966696224
1364,1995-03-24,174.5,0.02026118513982193
1365,1995-03-27,171.0,-0.02026118513982197
1366,1995-03-28,169.0,-0.01176484157958637
1367,1995-03-29,175.5,0.03774032798284711
1368,1995-03-30,175.25,-0.0014255169912210611
1369,1995-03-31,174.5,-0.0042887842722175926
1370,1995-03-04,173.7,-0.004595068395422639
1371,1995-04-04,175.5,0.010309369658861287
1372,1995-05-04,175.0,-0.002853068982406399
1373,1995-06-04,173.25,-0.01005033585350145
1374,1995-07-04,173.75,0.00288184637488895
1375,1995-10-04,172.5,-0.00722024797348702
1376,1995-11-04,172.05,-0.002612104227924955
1377,1995-12-04,171.5,-0.003201865637494897
1378,1995-04-13,170.5,-0.0058479698824231
1379,1995-04-14,170.5,0.0
1380,1995-04-17,170.5,0.0
1381,1995-04-18,173.7,0.018594376523487798
1382,1995-04-19,171.0,-0.015666116744399352
1383,1995-04-20,171.25,0.0014609206396748698
1384,1995-04-21,164.5,-0.04021390693690813
1385,1995-04-24,166.0,0.00907721815111668
1386,1995-04-25,164.0,-0.01212136053234485
1387,1995-04-26,160.75,-0.020016064706469616
1388,1995-04-27,161.8,0.006510641506662627
1389,1995-04-28,163.5,0.010451985712916622
1390,1995-01-05,162.6,-0.005519793223597922
1391,1995-02-05,164.0,0.00857323071048831
1392,1995-03-05,164.25,0.0015232295405214163
1393,1995-04-05,164.75,0.0030395160178968176
1394,1995-05-05,160.75,-0.024578810264887806
1395,1995-08-05,162.25,0.009287992466470501
1396,1995-09-05,160.0,-0.013964540350372447
1397,1995-10-05,160.45,0.00280855232203884
1398,1995-11-05,159.5,-0.005938445330966533
1399,1995-12-05,164.5,0.030866647980527264
1400,1995-05-15,163.55,-0.005791816221033603
1401,1995-05-16,162.25,-0.007980398400193654
1402,1995-05-17,159.6,-0.01646767056849097
1403,1995-05-18,160.0,0.0025031302181184748
1404,1995-05-19,159.5,-0.0031298930089277044
1405,1995-05-22,158.5,-0.00628932890756399
1406,1995-05-23,158.75,0.0015760444554657142
1407,1995-05-24,162.25,0.021807717811398265
1408,1995-05-25,161.5,-0.004633212921488143
1409,1995-05-26,163.5,0.012307847674596773
1410,1995-05-29,164.75,0.007616183045308509
1411,1995-05-30,163.5,-0.00761618304530851
1412,1995-05-31,160.0,-0.021639175103481182
1413,1995-01-06,159.5,-0.0031298930089277044
1414,1995-02-06,156.75,-0.01739174271186922
1415,1995-05-06,157.75,0.0063593219082924216
1416,1995-06-06,156.15,-0.010194417692234958
1417,1995-07-06,158.0,0.011777949297879184
1418,1995-08-06,158.25,0.0015810279973187732
1419,1995-09-06,159.0,0.004728141195945896
1420,1995-12-06,162.0,0.018692133012152546
1421,1995-06-13,160.5,-0.009302392662313561
1422,1995-06-14,160.5,0.0
1423,1995-06-15,162.0,0.00930239266231341
1424,1995-06-16,159.75,-0.01398624197473984
1425,1995-06-19,160.75,0.006240269860084673
1426,1995-06-20,160.0,-0.004676547883901793
1427,1995-06-21,159.6,-0.0025031302181185884
1428,1995-06-22,158.5,-0.006916091698373044
1429,1995-06-23,158.7,0.0012610342150279432
1430,1995-06-26,158.8,0.0006299212806720389
1431,1995-06-27,160.5,0.010648393757035045
1432,1995-06-28,160.2,-0.0018709079358117313
1433,1995-06-29,160.0,-0.0012492194004318168
1434,1995-06-30,159.5,-0.0031298930089277044
1435,1995-03-07,158.75,-0.004713284452098202
1436,1995-04-07,158.6,-0.0009453285720534658
1437,1995-05-07,158.0,-0.0037902761737808022
1438,1995-06-07,158.75,0.00473560474583425
1439,1995-07-07,159.5,0.004713284452098137
1440,1995-10-07,159.4,-0.0006271558687845781
1441,1995-11-07,158.25,-0.007240705331829113
1442,1995-12-07,157.25,-0.006339165443735654
1443,1995-07-13,156.1,-0.007340068059163609
1444,1995-07-14,156.35,0.0016002563824639954
1445,1995-07-17,156.25,-0.0006397952873393514
1446,1995-07-18,155.75,-0.0032051309489483358
1447,1995-07-19,155.0,-0.004827040748315868
1448,1995-07-20,154.25,-0.004850454133749466
1449,1995-07-21,153.4,-0.005525773852341357
1450,1995-07-24,155.5,0.013596842686132876
1451,1995-07-25,154.5,-0.006451635281488719
1452,1995-07-26,156.15,0.010622987391287468
1453,1995-07-27,155.0,-0.007391966809840967
1454,1995-07-28,154.0,-0.006472514505617479
1455,1995-07-31,152.5,-0.00978800636616282
1456,1995-01-08,153.0,0.0032733253449691085
1457,1995-02-08,153.2,0.001306335914055457
1458,1995-03-08,152.2,-0.00654881187890544
1459,1995-04-08,153.0,0.005242475964850044
1460,1995-07-08,153.2,0.001306335914055457
1461,1995-08-08,153.0,-0.0013063359140554128
1462,1995-09-08,153.0,0.0
1463,1995-10-08,152.0,-0.006557400546159052
1464,1995-11-08,149.5,-0.016584128015535295
1465,1995-08-14,147.2,-0.015504186535965312
1466,1995-08-15,149.4,0.014835066403941107
1467,1995-08-16,149.5,0.0006691201320241941
1468,1995-08-17,151.85,0.015596798661016669
1469,1995-08-18,151.5,-0.0023075665423338723
1470,1995-08-21,152.5,0.0065789710980425605
1471,1995-08-22,151.5,-0.006578971098042511
1472,1995-08-23,150.45,-0.006954821873369722
1473,1995-08-24,149.75,-0.004663566080495456
1474,1995-08-25,148.4,-0.009055906262278665
1475,1995-08-28,149.1,0.004705891037412493
1476,1995-08-29,147.75,-0.009095565484485158
1477,1995-08-30,145.95,-0.012257558986083878
1478,1995-08-31,146.4,0.003078504227087595
1479,1995-01-09,147.0,0.004089985251525066
